REGIONE,ASL,ANNO,PERIODO_DI_RIFERIMENTO,ID_PRESTAZIONE,DESC_PRESTAZIONE,COD_PRESTAZIONE,EROGAZIONI,EROGAZIONI_DAGARANTIRE,EROGAZIONI_DAGARANTIRE_B,EROGAZIONI_DAGARANTIRE_B_TMAX,EROGAZIONI_DAGARANTIRE_D,EROGAZIONI_DAGARANTIRE_D_TMAX,EROGAZIONI_DAGARANTIRE_P,EROGAZIONI_DAGARANTIRE_P_TMAX
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,3,Prima Visita endocrinologica,89.7,90,24,8,8,15,4,,
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,4,Prima Visita neurologica,89.13.00,2414,670,242,229,303,183,87,87
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,5,Prima Visita oculistica,95.02.00,2761,666,274,260,276,137,33,33
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,6,Prima Visita ortopedica,89.7,836,212,52,52,50,50,108,108
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,7,Prima Visita ginecologica,89.26.00,1453,322,129,117,114,62,60,60
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,8,Prima Visita otorinolaringoiatrica,89.7,496,91,4,3,9,9,77,77
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,9,Prima Visita urologica,89.7,1042,156,11,11,2,2,143,143
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,10,Prima Visita dermatologica,89.7,1051,81,29,29,48,24,2,2
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,11,Prima Visita fisiatrica,89.7,2529,1323,35,34,87,87,1190,1190
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,12,Prima Visita gastroenterologica,89.7,,,,,,,,
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,13,Prima Visita oncologica,89.7,325,301,2,2,,,299,299
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,14,Prima Visita pneumologica,89.7,306,112,17,16,15,14,76,75
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,15,Mammografia bilaterale,87.37.01,823,325,180,172,3,3,141,141
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,16,Mammografia monolaterale,87.37.02,23,17,15,15,,,2,2
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,17,TC del Torace,87.41.00,799,400,142,139,137,131,96,96
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,18,TC del Torace senza e con MDC,87.41.01,788,509,233,211,207,199,50,50
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,19,TC dell’addome superiore,88.01.01,9,4,2,2,2,2,,
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,20,TC dell’addome superiore senza e con MDC,88.01.02,29,12,5,5,5,5,2,2
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,21,TC dell’addome inferiore,88.01.03,9,5,4,4,1,1,,
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,22,TC dell’addome inferiore senza e con MDC,88.01.04,27,14,7,7,4,4,3,3
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,23,TC dell’addome completo,88.01.05,167,82,30,29,21,21,19,19
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,24,TC dell’addome completo senza e con MDC,88.01.06,1011,644,315,290,246,237,65,65
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,25,TC Cranio - encefalo,87.03.00,532,269,106,100,57,55,63,63
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,26,TC Cranio - encefalo senza e con MDC,87.03.01,306,247,101,93,115,113,22,22
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,27,TC del rachide e dello speco vertebrale cervicale,88.38.01,159,65,22,22,14,14,23,23
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,28,TC del rachide e dello speco vertebrale toracico,88.38.01,,,,,,,,
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,29,TC del rachide e dello speco vertebrale lombosacrale,88.38.01,,,,,,,,
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,30,TC del rachide e dello speco vertebrale cervicale senza e con MDC,88.38.02,7,5,1,1,4,4,,
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,31,TC del rachide e dello speco vertebrale toracico senza e con MDC,88.38.02,,,,,,,,
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,32,TC del rachide e dello speco vertebrale lombosacrale senza e con MDC,88.38.02,,,,,,,,
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,33,TC di Bacino e articolazioni sacroiliache,88.38.05,26,14,7,7,2,1,5,5
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,34,"RM di encefalo e tronco encefalico, giunzione cranio spinale e relativo distretto vascolare",89.31.01,399,256,47,46,68,66,138,138
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,35,"RM di encefalo e tronco encefalico, giunzione cranio spinale e relativo distretto vascolare senza e con MDC",89.31.02,240,135,48,38,43,40,34,34
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,36,RM di addome inferiore e scavo pelvico,89.35.04,21,17,4,3,6,6,7,7
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,37,RM di addome inferiore e scavo pelvico senza e con MDC,89.35.05,289,144,60,38,62,59,18,18
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,38,RM della colonna in toto,89.33.00,1587,1135,160,142,200,199,767,767
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,39,RM della colonna in toto senza e con MDC,89.33.01,101,61,25,19,19,19,13,13
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,40,Diagnostica ecografica del capo e del collo,89.11.04,932,348,104,101,144,142,86,86
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,41,Eco (color) dopplergrafia cardiaca,89.12.03,261,119,32,32,25,24,58,58
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,42,Eco (color) dopplergrafia dei tronchi sovra aortici,89.13.05,1812,544,65,60,155,148,296,296
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,43,Ecografia dell’addome superiore,89.14.01,271,114,34,33,49,43,18,18
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,44,Ecografia dell’addome inferiore,89.15.01,138,50,16,16,18,18,11,11
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,45,Ecografia dell’addome completo,89.16.01,2368,881,302,280,284,278,224,224
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,46,Ecografia bilaterale della mammella,89.13.01,899,346,190,184,10,10,144,144
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,47,Ecografia monolaterale della mammella,89.13.02,20,15,14,14,,,1,1
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,48,Ecografia ostetrica,89.18.00,403,34,11,10,19,19,1,1
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,49,Ecografia ginecologica,89.18.02,284,71,43,40,22,21,3,3
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,50,Ecocolor doppler degli arti inferiori arterioso e/o venoso,89.17.02,1340,546,151,135,117,117,235,235
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,51,Colonscopia totale con endoscopio flessibile,45.23.00,413,225,114,95,104,87,6,6
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,52,Polipectomia dell’intestino crasso in corso di endoscopia sede unica,45.42.00,5,4,,,,,,
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,53,Rettosigmoidoscopia con endoscopio flessibile,45.24.00,9,,,,,,,
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,54,Esofagogastroduodenoscopia,45.13.00,732,191,89,77,94,92,4,4
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,55,Esofagogastroduodenoscopia con biopsia in sede unica,45.16.00,78,38,17,15,21,17,,
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,56,Elettrocardiogramma,89.52.00,3607,1417,611,580,521,506,133,132
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,57,Elettrocardiogramma dinamico (Holter),89.50.00,822,223,95,88,74,72,42,42
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,58,Test cardiovascolare da sforzo con cicloergometro o con pedana mobile,89.41 - 89.43,409,56,11,11,43,43,1,1
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,59,Altri test cardiovascolari da sforzo,89.44.00,1,,,,,,,
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,60,Esame audiometrico tonale,95.41.01,1020,164,38,38,84,83,24,24
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,61,Spirometria semplice,89.37.01,684,204,67,64,108,105,21,19
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,62,Spirometria globale,89.37.02,148,48,13,12,29,29,3,3
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,63,Fotografia del fundus,95.11.00,,,,,,,,
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,64,ELETTROMIOGRAFIA SEMPLICE [EMG] PER ARTO SUPERIORE. Analisi qualitativa fino a 6 muscoli. Non associabile a 93.09.1 e 93.09.2,93.08.01,1736,376,18,18,322,322,28,28
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,65,ELETTROMIOGRAFIA SEMPLICE [EMG] PER ARTO INFERIORE fino a 4 muscoli. Analisi qualitativa. Non associabile a 93.09.1 e 93.09.2,93.08.01,,,,,,,,
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,66 - 67,ELETTROMIOGRAFIA SEMPLICE [EMG] DEL CAPO fino a 4 muscoli. Analisi qualitativa. Escluso: EMG dell'occhio (95.25) e POLISONNOGRAFIA (89.17),93.08.01,,,,,,,,
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,,ELETTROMIOGRAFIA SEMPLICE [EMG] DEL TRONCO. Analisi qualitativa. Fino a 4 muscoli,,,,,,,,,
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,68,"VALUTAZIONE EMG DINAMICA DEL CAMMINO. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli), associato ad esame basografico per la definizione delle fasi del passo. Non associabile a ANALISI DELLA CINEMATICA E DELLA DINAMICA DEL PASSO (93.05.7)",93.08.01,,,,,,,,
PUGLIA,LECCE - 160116,2024,II TRIMESTRE 2024,69,EMG DINAMICA DELL'ARTO SUPERIORE. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli),93.08.01,,,,,,,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,1,Prima Visita cardiologica,89.7,2757,476,195,169,252,214,29,29
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,2,Prima Visita chirurgia vascolare,89.7,377,89,50,21,39,33,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,3,Prima Visita endocrinologica,89.7,2603,694,258,129,292,262,141,141
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,4,Prima Visita neurologica,89.13.00,1484,356,161,146,185,170,9,9
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,5,Prima Visita oculistica,95.02.00,2834,797,114,105,214,196,464,464
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,6,Prima Visita ortopedica,89.7,2031,233,88,63,139,123,6,6
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,7,Prima Visita ginecologica,89.26.00,977,95,50,34,45,43,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,8,Prima Visita otorinolaringoiatrica,89.7,2165,274,117,93,156,139,1,1
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,9,Prima Visita urologica,89.7,1243,213,95,58,118,111,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,10,Prima Visita dermatologica,89.7,2123,189,49,43,140,130,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,11,Prima Visita fisiatrica,89.7,3920,1436,157,144,274,263,1003,1003
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,12,Prima Visita gastroenterologica,89.7,293,84,48,48,36,35,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,13,Prima Visita oncologica,89.7,965,125,85,80,32,32,8,8
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,14,Prima Visita pneumologica,89.7,1638,373,207,167,149,120,17,17
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,15,Mammografia bilaterale,87.37.01,1468,292,44,41,36,32,212,212
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,16,Mammografia monolaterale,87.37.02,105,14,2,2,3,3,9,9
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,17,TC del Torace,87.41.00,807,154,24,23,34,33,96,96
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,18,TC del Torace senza e con MDC,87.41.01,1398,364,200,193,61,61,101,101
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,19,TC dell’addome superiore,88.01.01,2,,,,,,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,20,TC dell’addome superiore senza e con MDC,88.01.02,46,17,16,14,1,1,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,21,TC dell’addome inferiore,88.01.03,3,,,,,,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,22,TC dell’addome inferiore senza e con MDC,88.01.04,44,15,12,11,3,3,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,23,TC dell’addome completo,88.01.05,106,13,3,2,1,,8,8
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,24,TC dell’addome completo senza e con MDC,88.01.06,1342,377,217,212,58,58,97,97
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,25,TC Cranio - encefalo,87.03.00,256,57,10,10,27,24,20,20
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,26,TC Cranio - encefalo senza e con MDC,87.03.01,716,221,113,108,29,29,77,77
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,27,TC del rachide e dello speco vertebrale cervicale,88.38.01,110,12,6,6,1,1,5,5
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,28,TC del rachide e dello speco vertebrale toracico,88.38.01,,,,,,,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,29,TC del rachide e dello speco vertebrale lombosacrale,88.38.01,,,,,,,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,30,TC del rachide e dello speco vertebrale cervicale senza e con MDC,88.38.02,7,1,1,1,,,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,31,TC del rachide e dello speco vertebrale toracico senza e con MDC,88.38.02,,,,,,,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,32,TC del rachide e dello speco vertebrale lombosacrale senza e con MDC,88.38.02,,,,,,,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,33,TC di Bacino e articolazioni sacroiliache,88.38.05,21,1,,,1,1,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,34,"RM di encefalo e tronco encefalico, giunzione cranio spinale e relativo distretto vascolare",89.31.01,176,25,18,12,5,5,2,2
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,35,"RM di encefalo e tronco encefalico, giunzione cranio spinale e relativo distretto vascolare senza e con MDC",89.31.02,328,116,84,83,19,17,11,11
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,36,RM di addome inferiore e scavo pelvico,89.35.04,40,23,20,16,2,2,1,1
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,37,RM di addome inferiore e scavo pelvico senza e con MDC,89.35.05,262,151,123,109,15,14,11,11
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,38,RM della colonna in toto,89.33.00,1253,473,228,183,91,90,150,150
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,39,RM della colonna in toto senza e con MDC,89.33.01,188,77,47,43,15,11,12,12
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,40,Diagnostica ecografica del capo e del collo,89.11.04,1836,354,67,44,133,121,154,154
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,41,Eco (color) dopplergrafia cardiaca,89.12.03,547,86,17,12,34,28,35,35
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,42,Eco (color) dopplergrafia dei tronchi sovra aortici,89.13.05,2386,710,67,38,147,125,496,496
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,43,Ecografia dell’addome superiore,89.14.01,380,104,16,12,37,35,50,50
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,44,Ecografia dell’addome inferiore,89.15.01,295,30,9,7,14,13,7,7
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,45,Ecografia dell’addome completo,89.16.01,2669,994,203,152,239,229,550,550
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,46,Ecografia bilaterale della mammella,89.13.01,1136,222,39,35,49,46,134,134
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,47,Ecografia monolaterale della mammella,89.13.02,43,6,3,3,2,2,1,1
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,48,Ecografia ostetrica,89.18.00,359,29,11,10,18,17,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,49,Ecografia ginecologica,89.18.02,66,8,5,5,3,3,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,50,Ecocolor doppler degli arti inferiori arterioso e/o venoso,89.17.02,1739,504,135,121,108,103,255,255
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,51,Colonscopia totale con endoscopio flessibile,45.23.00,489,108,52,39,54,51,2,2
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,52,Polipectomia dell’intestino crasso in corso di endoscopia sede unica,45.42.00,52,17,16,16,1,1,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,53,Rettosigmoidoscopia con endoscopio flessibile,45.24.00,3,,,,,,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,54,Esofagogastroduodenoscopia,45.13.00,483,108,27,23,62,54,17,17
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,55,Esofagogastroduodenoscopia con biopsia in sede unica,45.16.00,422,130,34,33,71,65,25,25
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,56,Elettrocardiogramma,89.52.00,3170,425,156,134,239,206,30,30
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,57,Elettrocardiogramma dinamico (Holter),89.50.00,730,228,93,90,54,45,79,79
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,58,Test cardiovascolare da sforzo con cicloergometro o con pedana mobile,89.41 - 89.43,294,44,23,22,16,12,4,4
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,59,Altri test cardiovascolari da sforzo,89.44.00,,,,,,,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,60,Esame audiometrico tonale,95.41.01,1574,66,18,9,48,42,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,61,Spirometria semplice,89.37.01,925,122,39,23,74,68,9,9
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,62,Spirometria globale,89.37.02,387,41,14,10,22,16,5,5
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,63,Fotografia del fundus,95.11.00,1,,,,,,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,64,ELETTROMIOGRAFIA SEMPLICE [EMG] PER ARTO SUPERIORE. Analisi qualitativa fino a 6 muscoli. Non associabile a 93.09.1 e 93.09.2,93.08.01,335,41,25,25,4,4,12,12
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,65,ELETTROMIOGRAFIA SEMPLICE [EMG] PER ARTO INFERIORE fino a 4 muscoli. Analisi qualitativa. Non associabile a 93.09.1 e 93.09.2,93.08.01,,,,,,,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,66 - 67,ELETTROMIOGRAFIA SEMPLICE [EMG] DEL CAPO fino a 4 muscoli. Analisi qualitativa. Escluso: EMG dell'occhio (95.25) e POLISONNOGRAFIA (89.17),93.08.01,,,,,,,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,,ELETTROMIOGRAFIA SEMPLICE [EMG] DEL TRONCO. Analisi qualitativa. Fino a 4 muscoli,,,,,,,,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,68,"VALUTAZIONE EMG DINAMICA DEL CAMMINO. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli), associato ad esame basografico per la definizione delle fasi del passo. Non associabile a ANALISI DELLA CINEMATICA E DELLA DINAMICA DEL PASSO (93.05.7)",93.08.01,,,,,,,,
PUGLIA,TARANTO - 160112,2024,II TRIMESTRE 2024,69,EMG DINAMICA DELL'ARTO SUPERIORE. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli),93.08.01,,,,,,,,
