Stazioni;Data;T-MIN;T-MAX
Campoli Appennino;31/07/2022;19,8;30,7
Canino rlazio;01/07/2022;16,2;33,7
Canino rlazio;02/07/2022;17,3;38,9
Canino rlazio;03/07/2022;22,6;39
Canino rlazio;04/07/2022;21,8;39
Canino rlazio;05/07/2022;21;37,7
Canino rlazio;06/07/2022;19,2;36,8
Canino rlazio;07/07/2022;18,9;35,4
Canino rlazio;08/07/2022;18,5;29,2
Canino rlazio;09/07/2022;19,1;31,3
Canino rlazio;10/07/2022;19,2;32,4
Canino rlazio;11/07/2022;16,1;32,2
Canino rlazio;12/07/2022;17,3;32,2
Canino rlazio;13/07/2022;19,1;32,4
Canino rlazio;14/07/2022;17;33,7
Canino rlazio;15/07/2022;18,7;36,3
Canino rlazio;16/07/2022;18,2;34,2
Canino rlazio;17/07/2022;18,3;36
Canino rlazio;18/07/2022;21,2;37,5
Canino rlazio;19/07/2022;21,8;37,7
Canino rlazio;20/07/2022;22,3;35,8
Canino rlazio;21/07/2022;20,9;36,8
Canino rlazio;22/07/2022;20,9;38,3
Canino rlazio;23/07/2022;20,6;35,5
Canino rlazio;24/07/2022;20,5;35,6
Canino rlazio;25/07/2022;20,2;37,6
Canino rlazio;26/07/2022;20,8;37,1
Canino rlazio;27/07/2022;21,3;34,4
Canino rlazio;28/07/2022;21,6;35,2
Canino rlazio;29/07/2022;19,7;35
Canino rlazio;30/07/2022;21,7;34,8
Canino rlazio;31/07/2022;21,5;36,2
Carpineto Romano;01/07/2022;20,4;34,9
Carpineto Romano;02/07/2022;19,8;34,4
Carpineto Romano;03/07/2022;22,3;35,7
Carpineto Romano;04/07/2022;22,4;35,7
Carpineto Romano;05/07/2022;22,6;34
Carpineto Romano;06/07/2022;20,9;35
Carpineto Romano;07/07/2022;20,3;31,7
Carpineto Romano;08/07/2022;15;29,3
Carpineto Romano;09/07/2022;15,6;29,5
Carpineto Romano;10/07/2022;16,1;27,6
Carpineto Romano;11/07/2022;17,1;29,2
Carpineto Romano;12/07/2022;18,6;29,7
Carpineto Romano;13/07/2022;18,5;28,9
Carpineto Romano;14/07/2022;17,5;30,6
Carpineto Romano;15/07/2022;19,5;32,4
Carpineto Romano;16/07/2022;20,7;32,8
Carpineto Romano;17/07/2022;21,6;34,6
Carpineto Romano;18/07/2022;22,1;34,2
Carpineto Romano;19/07/2022;21,5;33
Carpineto Romano;20/07/2022;21,4;32,8
Carpineto Romano;21/07/2022;21,9;33,9
Carpineto Romano;22/07/2022;22,5;34,1
Carpineto Romano;23/07/2022;22,8;34,5
Carpineto Romano;24/07/2022;20,9;33,9
Carpineto Romano;25/07/2022;21,3;33,3
Carpineto Romano;26/07/2022;21,1;32,3
Carpineto Romano;27/07/2022;21;31,3
Carpineto Romano;28/07/2022;20,6;33,6
Carpineto Romano;29/07/2022;19,2;32,1
Carpineto Romano;30/07/2022;19,8;31,5
Carpineto Romano;31/07/2022;19,8;29,4
Castello Vici;01/07/2022;17;30,7
Castello Vici;02/07/2022;20,3;33,3
Castello Vici;03/07/2022;23,5;33,7
Castello Vici;04/07/2022;22,1;34,8
Castello Vici;05/07/2022;20;32
Castello Vici;06/07/2022;20,3;32,3
Castello Vici;07/07/2022;20;29
Castello Vici;08/07/2022;16,3;27,3
Castello Vici;09/07/2022;18,3;28,1
Castello Vici;10/07/2022;17,7;26,6
Castello Vici;11/07/2022;16,2;28,2
Castello Vici;12/07/2022;17,5;28,1
Castello Vici;13/07/2022;19,1;27,8
Castello Vici;14/07/2022;18,4;28
Castello Vici;15/07/2022;19,2;32,3
Castello Vici;16/07/2022;19,1;30,7
Castello Vici;17/07/2022;20,8;32,9
Castello Vici;18/07/2022;22,8;32,9
Castello Vici;19/07/2022;21,8;33,4
Castello Vici;20/07/2022;21,1;31,3
Castello Vici;21/07/2022;21,2;33,1
Castello Vici;22/07/2022;21,6;34
Castello Vici;23/07/2022;20,9;32,2
Castello Vici;24/07/2022;20,5;30,8
Castello Vici;25/07/2022;20,6;32,8
Castello Vici;26/07/2022;21,6;31,5
Castello Vici;27/07/2022;21,1;29,2
Castello Vici;28/07/2022;20,3;30,3
Castello Vici;29/07/2022;18,9;30,5
Castello Vici;30/07/2022;19,8;29,6
Castello Vici;31/07/2022;21,5;31,3
Ceccano rlazio;01/07/2022;16,3;36,9
Ceccano rlazio;02/07/2022;14,7;39,3
Ceccano rlazio;03/07/2022;16,8;39,3
Ceccano rlazio;04/07/2022;17,7;38,1
Ceccano rlazio;05/07/2022;18,8;37,3
Ceccano rlazio;06/07/2022;16,9;36,5
Ceccano rlazio;07/07/2022;17,9;35,5
Ceccano rlazio;08/07/2022;16,1;33
Ceccano rlazio;09/07/2022;14,1;33,7
Ceccano rlazio;10/07/2022;13,8;33,1
Ceccano rlazio;11/07/2022;14,3;33,3
Ceccano rlazio;12/07/2022;15,8;34,5
Ceccano rlazio;13/07/2022;17,7;35,4
Ceccano rlazio;14/07/2022;14,1;35
Ceccano rlazio;15/07/2022;15,4;38,4
Ceccano rlazio;16/07/2022;16,6;37,4
Ceccano rlazio;17/07/2022;17,2;40,2
Ceccano rlazio;18/07/2022;18,8;39,4
Ceccano rlazio;19/07/2022;16,5;38,3
Ceccano rlazio;20/07/2022;17,7;36,8
Ceccano rlazio;21/07/2022;18;37,5
Ceccano rlazio;22/07/2022;19,5;38,3
Ceccano rlazio;23/07/2022;19,2;38,3
Ceccano rlazio;24/07/2022;15,8;38,8
Ceccano rlazio;25/07/2022;19,4;38,5
Ceccano rlazio;26/07/2022;19,3;36,7
Ceccano rlazio;27/07/2022;19,7;36,1
Ceccano rlazio;28/07/2022;20,6;36,6
Ceccano rlazio;29/07/2022;18,4;38,2
Ceccano rlazio;30/07/2022;19,1;34,9
Ceccano rlazio;31/07/2022;18,6;35,3
Cecchina;01/07/2022;21;33,5
Cecchina;02/07/2022;21;36,2
Cecchina;03/07/2022;24,8;36,6
Cecchina;04/07/2022;24,7;36,9
Cecchina;05/07/2022;23,6;33,8
Cecchina;06/07/2022;23,9;34,6
Cecchina;07/07/2022;22,8;31,8
Cecchina;08/07/2022;16,5;30,7
Cecchina;09/07/2022;21,5;31,8
Cecchina;10/07/2022;20;29,4
Cecchina;11/07/2022;19,6;30,9
Cecchina;12/07/2022;21,4;31,4
Cecchina;13/07/2022;21,8;30,8
Cecchina;14/07/2022;20,1;30,7
Cecchina;15/07/2022;21,4;33,7
Cecchina;16/07/2022;22,7;33,7
Cecchina;17/07/2022;23,8;35,6
Cecchina;18/07/2022;24,3;35,6
Cecchina;19/07/2022;24,8;34,4
Cecchina;20/07/2022;24,3;33,9
Cecchina;21/07/2022;23,8;35,3
Cecchina;22/07/2022;23,1;35,4
Cecchina;23/07/2022;23,3;35,1
Cecchina;24/07/2022;21,4;34
Cecchina;25/07/2022;22,8;35,1
Cecchina;26/07/2022;23,1;33,4
Cecchina;27/07/2022;23,1;32,1
Cecchina;28/07/2022;22,8;32,2
Cecchina;29/07/2022;21,8;32,7
Cecchina;30/07/2022;21,8;32,9
Cecchina;31/07/2022;22,8;32,8
Cervaro;01/07/2022;20,1;34,8
Cervaro;02/07/2022;20,7;36,6
Cervaro;03/07/2022;22,9;36,6
Cervaro;04/07/2022;23;36,1
Cervaro;05/07/2022;22,2;33,9
Cervaro;06/07/2022;20,8;35,6
Cervaro;07/07/2022;17,5;32,7
Cervaro;08/07/2022;15,3;28,9
Cervaro;09/07/2022;17,8;29,6
Cervaro;10/07/2022;18,3;31
Cervaro;11/07/2022;17,7;31,5
Cervaro;12/07/2022;18,8;31,7
Cervaro;13/07/2022;19,4;31,1
Cervaro;14/07/2022;18,9;32,8
Cervaro;15/07/2022;19,5;33,4
Cervaro;16/07/2022;20,5;34,1
Cervaro;17/07/2022;21,6;36,4
Cervaro;18/07/2022;22,6;35,1
Cervaro;19/07/2022;21,4;36,2
Cervaro;20/07/2022;21,8;35,5
Cervaro;21/07/2022;21,8;35,2
Cervaro;22/07/2022;22,4;35,3
Cervaro;23/07/2022;22,2;35,1
Cervaro;24/07/2022;20,9;34,9
Cervaro;25/07/2022;21,9;34,6
Cervaro;26/07/2022;22;33,8
Cervaro;27/07/2022;21,4;34,1
Cervaro;28/07/2022;21,1;34,7
Cervaro;29/07/2022;20,4;33,8
Cervaro;30/07/2022;20,9;33,3
Cervaro;31/07/2022;20,7;33
Cimino;01/07/2022;18,4;31,1
Cimino;02/07/2022;18,3;34,6
Cimino;03/07/2022;20,3;34,9
Cimino;04/07/2022;22,3;34,7
Cimino;05/07/2022;21,4;33,3
Cimino;06/07/2022;19,6;33,4
Cimino;07/07/2022;15,8;29,3
Cimino;08/07/2022;12,8;24,7
Cimino;09/07/2022;12,6;27,1
Cimino;10/07/2022;12,1;28,8
Cimino;11/07/2022;16,4;29,7
Cimino;12/07/2022;17,8;29,1
Cimino;13/07/2022;16,9;30,8
Cimino;14/07/2022;18,1;32,4
Cimino;15/07/2022;18,1;33,1
Cimino;16/07/2022;20,1;32,2
Cimino;17/07/2022;19,5;34,2
Cimino;18/07/2022;19,1;33,8
Cimino;19/07/2022;20,2;34,2
Cimino;20/07/2022;18,7;33,7
Cimino;21/07/2022;20,9;33,6
Cimino;22/07/2022;22,4;34,5
Cimino;23/07/2022;20,8;33,4
Cimino;24/07/2022;19,6;34,1
Cimino;25/07/2022;20,8;33,4
Cimino;26/07/2022;19,9;34,2
Cimino;27/07/2022;20,2;31,1
Cimino;28/07/2022;17,8;34,1
Cimino;29/07/2022;17,9;32,3
Cimino;30/07/2022;17,6;30,9
Cimino;31/07/2022;16,1;31,1
Cisterna di Latina;01/07/2022;20,8;33,9
Cisterna di Latina;02/07/2022;20,6;36,4
Cisterna di Latina;03/07/2022;24,2;36,5
Cisterna di Latina;04/07/2022;22,8;38
Cisterna di Latina;05/07/2022;22,6;34,4
Cisterna di Latina;06/07/2022;22,5;35,4
Cisterna di Latina;07/07/2022;22,9;32,3
Cisterna di Latina;08/07/2022;17,5;32,9
Cisterna di Latina;09/07/2022;21,8;31,9
Cisterna di Latina;10/07/2022;21,1;30,7
Cisterna di Latina;11/07/2022;19,6;32,1
Cisterna di Latina;12/07/2022;20,9;32,8
Cisterna di Latina;13/07/2022;21,5;31,4
Cisterna di Latina;14/07/2022;20,3;31,9
Cisterna di Latina;15/07/2022;21,8;34,2
Cisterna di Latina;16/07/2022;22,2;34,7
Cisterna di Latina;17/07/2022;21,8;36
Cisterna di Latina;18/07/2022;25;36,5
Cisterna di Latina;19/07/2022;24,8;34,7
Cisterna di Latina;20/07/2022;24,1;34,6
Cisterna di Latina;21/07/2022;22,9;36,1
Cisterna di Latina;22/07/2022;24;35,2
Cisterna di Latina;23/07/2022;23,1;36,2
Cisterna di Latina;24/07/2022;21,3;34,4
Cisterna di Latina;25/07/2022;23,2;35,8
Cisterna di Latina;26/07/2022;22,6;34,1
Cisterna di Latina;27/07/2022;24,4;32,9
Cisterna di Latina;28/07/2022;23,7;33,9
Cisterna di Latina;29/07/2022;21,7;33,5
Cisterna di Latina;30/07/2022;22,7;33,1
Cisterna di Latina;31/07/2022;23,2;32,3
Cittaducale;01/07/2022;16,3;37
Cittaducale;02/07/2022;14,9;39,3
Cittaducale;03/07/2022;19,7;39,6
Cittaducale;04/07/2022;18,5;39,5
Cittaducale;05/07/2022;18,6;38
Cittaducale;06/07/2022;17,3;37,8
Cittaducale;07/07/2022;18,7;35,4
Cittaducale;08/07/2022;13,3;28,3
Cittaducale;09/07/2022;13;32,6
Cittaducale;10/07/2022;15,6;30,9
Cittaducale;11/07/2022;15,3;34,2
Cittaducale;12/07/2022;15,2;32,6
Cittaducale;13/07/2022;16,3;34,1
Cittaducale;14/07/2022;14,2;35,9
Cittaducale;15/07/2022;15,9;38
Cittaducale;16/07/2022;15,6;38,1
Cittaducale;17/07/2022;16,7;39,2
Cittaducale;18/07/2022;16,9;38,2
Cittaducale;19/07/2022;15,7;37,8
Cittaducale;20/07/2022;18,6;36,7
Cittaducale;21/07/2022;17,7;38,8
Cittaducale;22/07/2022;18,7;40,1
Cittaducale;23/07/2022;18,8;39,4
Cittaducale;24/07/2022;17,3;38,8
Cittaducale;25/07/2022;18,1;38,6
Cittaducale;26/07/2022;18,1;37,5
Cittaducale;27/07/2022;16;36,1
Cittaducale;28/07/2022;14,2;37,5
Cittaducale;29/07/2022;16,8;36,7
Cittaducale;30/07/2022;17,8;33,7
Cittaducale;31/07/2022;17;37,5
Cittareale;01/07/2022;10,3;34,1
Cittareale;02/07/2022;9,2;33,2
Cittareale;03/07/2022;13,5;35,5
Cittareale;04/07/2022;12,8;35,9
Cittareale;05/07/2022;12,5;33,5
Cittareale;06/07/2022;12,3;33,6
Cittareale;07/07/2022;10,9;29
Cittareale;08/07/2022;10,8;22
Cittareale;09/07/2022;9,9;24,5
Cittareale;10/07/2022;5,6;27,3
Cittareale;11/07/2022;7,6;29,6
Cittareale;12/07/2022;10,5;28,6
Cittareale;13/07/2022;10;27,3
Cittareale;14/07/2022;6,3;32,3
Cittareale;15/07/2022;10,9;34,1
Cittareale;16/07/2022;10,2;34
Cittareale;17/07/2022;11,7;33,6
Cittareale;18/07/2022;13,5;30,2
Cittareale;19/07/2022;10,8;31,8
Cittareale;20/07/2022;9;33,5
Cittareale;21/07/2022;12,4;35,1
Cittareale;22/07/2022;13,7;36,1
Cittareale;23/07/2022;13,3;35,3
Cittareale;24/07/2022;11,5;35,7
Cittareale;25/07/2022;15,3;35,1
Cittareale;26/07/2022;14;34,2
Cittareale;27/07/2022;12,8;32,7
Cittareale;28/07/2022;11;32,3
Cittareale;29/07/2022;14,4;33,1
Cittareale;30/07/2022;13,7;30,1
Cittareale;31/07/2022;11,8;30,8
Civitavecchia;01/07/2022;22,1;31,1
Civitavecchia;02/07/2022;21,4;29,7
Civitavecchia;03/07/2022;23,3;31,6
Civitavecchia;04/07/2022;24,2;33,1
Civitavecchia;05/07/2022;23,6;31,7
Civitavecchia;06/07/2022;23,5;31,5
Civitavecchia;07/07/2022;24,5;30,3
Civitavecchia;08/07/2022;17,3;31,1
Civitavecchia;09/07/2022;20,9;32
Civitavecchia;10/07/2022;20,7;28,3
Civitavecchia;11/07/2022;20,9;29,3
Civitavecchia;12/07/2022;20,6;30,1
Civitavecchia;13/07/2022;21,7;29,3
Civitavecchia;14/07/2022;22,5;29,4
Civitavecchia;15/07/2022;22,4;30,1
Civitavecchia;16/07/2022;23,3;30,3
Civitavecchia;17/07/2022;22,8;31
Civitavecchia;18/07/2022;22,7;32,3
Civitavecchia;19/07/2022;23,6;32,8
Civitavecchia;20/07/2022;24,8;31,3
Civitavecchia;21/07/2022;24,5;31,7
Civitavecchia;22/07/2022;-;-
Civitavecchia;23/07/2022;-;-
Civitavecchia;24/07/2022;-;-
Civitavecchia;25/07/2022;-;-
Civitavecchia;26/07/2022;25,6;32,8
Civitavecchia;27/07/2022;26,6;33,1
Civitavecchia;28/07/2022;25,2;31,6
Civitavecchia;29/07/2022;23,3;31,4
Civitavecchia;30/07/2022;26,3;32
Civitavecchia;31/07/2022;25,6;33
Civitella Cesi;01/07/2022;15,8;36,2
Civitella Cesi;02/07/2022;16,3;37,7
Civitella Cesi;03/07/2022;19,6;40,5
Civitella Cesi;04/07/2022;21;39,9
Civitella Cesi;05/07/2022;20,1;38,1
Civitella Cesi;06/07/2022;18,2;38,2
Civitella Cesi;07/07/2022;19,3;36,1
Civitella Cesi;08/07/2022;14,8;29,7
Civitella Cesi;09/07/2022;16,5;31
Civitella Cesi;10/07/2022;14,1;32,7
Civitella Cesi;11/07/2022;15,8;32,9
Civitella Cesi;12/07/2022;15,9;34,5
Civitella Cesi;13/07/2022;17,6;32,3
Civitella Cesi;14/07/2022;17,6;34,1
Civitella Cesi;15/07/2022;18,3;36,3
Civitella Cesi;16/07/2022;18,6;35,7
Civitella Cesi;17/07/2022;18;36,8
Civitella Cesi;18/07/2022;19,2;38,3
Civitella Cesi;19/07/2022;19,5;38,7
Civitella Cesi;20/07/2022;19,3;37,4
Civitella Cesi;21/07/2022;19,6;37,4
Civitella Cesi;22/07/2022;19,5;39,3
Civitella Cesi;23/07/2022;19,8;39,1
Civitella Cesi;24/07/2022;18,8;38,2
Civitella Cesi;25/07/2022;19,3;36,9
Civitella Cesi;26/07/2022;20,5;37,4
Civitella Cesi;27/07/2022;21,7;36,1
Civitella Cesi;28/07/2022;20,3;36
Civitella Cesi;29/07/2022;18,5;37,2
Civitella Cesi;30/07/2022;19,6;36,1
Civitella Cesi;31/07/2022;18;37,9
Collalto Sabino;01/07/2022;19;31,2
Collalto Sabino;02/07/2022;20,9;32,2
Collalto Sabino;03/07/2022;21,9;33,3
Collalto Sabino;04/07/2022;22,4;32,8
Collalto Sabino;05/07/2022;22,2;31,2
Collalto Sabino;06/07/2022;20,3;31
Collalto Sabino;07/07/2022;15,7;29,3
Collalto Sabino;08/07/2022;13,2;21,8
Collalto Sabino;09/07/2022;13,7;25,2
Collalto Sabino;10/07/2022;12,8;24,6
Collalto Sabino;11/07/2022;16,2;27
Collalto Sabino;12/07/2022;17,8;27,7
Collalto Sabino;13/07/2022;16;27,1
Collalto Sabino;14/07/2022;16,3;28,8
Collalto Sabino;15/07/2022;18,8;31,5
Collalto Sabino;16/07/2022;21,1;31,9
Collalto Sabino;17/07/2022;21,7;32,7
Collalto Sabino;18/07/2022;17,5;31,2
Collalto Sabino;19/07/2022;19,4;31,4
Collalto Sabino;20/07/2022;20,7;30,3
Collalto Sabino;21/07/2022;21,3;32,1
Collalto Sabino;22/07/2022;22,3;33,6
Collalto Sabino;23/07/2022;22,5;32,9
Collalto Sabino;24/07/2022;21,8;32,5
Collalto Sabino;25/07/2022;22;31,9
Collalto Sabino;26/07/2022;20,8;31,1
Collalto Sabino;27/07/2022;17,5;29,6
Collalto Sabino;28/07/2022;19,2;30,4
Collalto Sabino;29/07/2022;18,6;30
Collalto Sabino;30/07/2022;19,2;28
Collalto Sabino;31/07/2022;17,7;29,9
Colle San Magno;01/07/2022;17,5;35,1
Colle San Magno;02/07/2022;17,5;35,2
Colle San Magno;03/07/2022;19,2;36,4
Colle San Magno;04/07/2022;19,3;36
Colle San Magno;05/07/2022;19;34,4
Colle San Magno;06/07/2022;17,1;35
Colle San Magno;07/07/2022;15,8;32,4
Colle San Magno;08/07/2022;13,6;27,7
Colle San Magno;09/07/2022;13,8;29,3
Colle San Magno;10/07/2022;13,9;28,9
Colle San Magno;11/07/2022;14,3;31
Colle San Magno;12/07/2022;15,8;31,7
Colle San Magno;13/07/2022;15,7;30,6
Colle San Magno;14/07/2022;14,8;32,2
Colle San Magno;15/07/2022;16,3;33,7
Colle San Magno;16/07/2022;17,5;34,8
Colle San Magno;17/07/2022;18,7;36,9
Colle San Magno;18/07/2022;18,6;34,1
Colle San Magno;19/07/2022;17,4;35,4
Colle San Magno;20/07/2022;18,4;35,1
Colle San Magno;21/07/2022;19;35,8
Colle San Magno;22/07/2022;19,8;36,1
Colle San Magno;23/07/2022;19,3;36,1
Colle San Magno;24/07/2022;17,6;35,9
Colle San Magno;25/07/2022;19,2;36,4
Colle San Magno;26/07/2022;18,7;34,5
Colle San Magno;27/07/2022;18,7;34
Colle San Magno;28/07/2022;18,5;34,5
Colle San Magno;29/07/2022;16,9;33,8
Colle San Magno;30/07/2022;18,1;32
Colle San Magno;31/07/2022;18,2;33,3
Colle la Croce;01/07/2022;16,4;31,1
Colle la Croce;02/07/2022;15,3;32
Colle la Croce;03/07/2022;18;32,1
Colle la Croce;04/07/2022;18,9;31,8
Colle la Croce;05/07/2022;19,4;30,1
Colle la Croce;06/07/2022;17,4;29,8
Colle la Croce;07/07/2022;14;29,1
Colle la Croce;08/07/2022;11,6;19,9
Colle la Croce;09/07/2022;11,2;23,2
Colle la Croce;10/07/2022;9,9;25,5
Colle la Croce;11/07/2022;12,9;26,4
Colle la Croce;12/07/2022;13,8;24,6
Colle la Croce;13/07/2022;12,3;26,3
Colle la Croce;14/07/2022;12,6;30
Colle la Croce;15/07/2022;16,6;30,9
Colle la Croce;16/07/2022;16,8;30,6
Colle la Croce;17/07/2022;18,8;31,3
Colle la Croce;18/07/2022;17,3;29,9
Colle la Croce;19/07/2022;15,6;30,6
Colle la Croce;20/07/2022;15,7;30,6
Colle la Croce;21/07/2022;17,6;31,4
Colle la Croce;22/07/2022;20,1;32,2
Colle la Croce;23/07/2022;19,9;31,6
Colle la Croce;24/07/2022;18,5;31,8
Colle la Croce;25/07/2022;19,7;31,5
Colle la Croce;26/07/2022;18,3;30
Colle la Croce;27/07/2022;14,1;29,1
Colle la Croce;28/07/2022;15,8;29,5
Colle la Croce;29/07/2022;16,4;29,4
Colle la Croce;30/07/2022;17,9;27,5
Colle la Croce;31/07/2022;14,6;28,7
Collegio Romano;01/07/2022;22,6;35,5
Collegio Romano;02/07/2022;21,3;38,7
Collegio Romano;03/07/2022;25,3;41
Collegio Romano;04/07/2022;25,5;40,7
Collegio Romano;05/07/2022;24,9;39,1
Collegio Romano;06/07/2022;24;38,8
Collegio Romano;07/07/2022;24,2;36,7
Collegio Romano;08/07/2022;18,5;32,4
Collegio Romano;09/07/2022;21;33,4
Collegio Romano;10/07/2022;20,7;33,2
Collegio Romano;11/07/2022;21,3;34,7
Collegio Romano;12/07/2022;21,5;35,5
Collegio Romano;13/07/2022;23;33,1
Collegio Romano;14/07/2022;23,3;35
Collegio Romano;15/07/2022;22,9;37
Collegio Romano;16/07/2022;23,1;37,8
Collegio Romano;17/07/2022;23,1;39,1
Collegio Romano;18/07/2022;24,1;39,5
Collegio Romano;19/07/2022;24,3;39
Collegio Romano;20/07/2022;24,3;37,3
Collegio Romano;21/07/2022;24,5;39,1
Collegio Romano;22/07/2022;25,6;39,9
Collegio Romano;23/07/2022;26,2;38,5
Collegio Romano;24/07/2022;24,3;37,3
Collegio Romano;25/07/2022;24,8;37,8
Collegio Romano;26/07/2022;25,2;37,1
Collegio Romano;27/07/2022;25,5;34,1
Collegio Romano;28/07/2022;23,3;35,5
Collegio Romano;29/07/2022;24,3;36,5
Collegio Romano;30/07/2022;24,9;35,1
Collegio Romano;31/07/2022;24,1;38,9
Colli sul Velino;01/07/2022;15,9;38,3
Colli sul Velino;02/07/2022;14,6;38,3
Colli sul Velino;03/07/2022;18;38,4
Colli sul Velino;04/07/2022;17,9;39
Colli sul Velino;05/07/2022;18;37,7
Colli sul Velino;06/07/2022;17,1;37,5
Colli sul Velino;07/07/2022;15,7;34,7
Colli sul Velino;08/07/2022;13,9;26
Colli sul Velino;09/07/2022;16;28,4
Colli sul Velino;10/07/2022;12,7;32,6
Colli sul Velino;11/07/2022;13,5;33,5
Colli sul Velino;12/07/2022;15,2;32,4
Colli sul Velino;13/07/2022;15,5;32,6
Colli sul Velino;14/07/2022;13,3;35,1
Colli sul Velino;15/07/2022;16;37,7
Colli sul Velino;16/07/2022;15,3;38,1
Colli sul Velino;17/07/2022;16;38,3
Colli sul Velino;18/07/2022;17,6;36,5
Colli sul Velino;19/07/2022;16,2;38,2
Colli sul Velino;20/07/2022;17;36,7
Colli sul Velino;21/07/2022;17,5;37,8
Colli sul Velino;22/07/2022;18,3;39,2
Colli sul Velino;23/07/2022;18,3;40,2
Colli sul Velino;24/07/2022;16,8;38
Colli sul Velino;25/07/2022;18,8;38,7
Colli sul Velino;26/07/2022;18;36,1
Colli sul Velino;27/07/2022;17;36,4
Colli sul Velino;28/07/2022;15,8;36,1
Colli sul Velino;29/07/2022;17,4;36,7
Colli sul Velino;30/07/2022;17,9;36,3
Colli sul Velino;31/07/2022;17,1;35,2
Configni;01/07/2022;20,1;33,8
Configni;02/07/2022;20,1;35,7
Configni;03/07/2022;22,4;35,8
Configni;04/07/2022;23,1;36,7
Configni;05/07/2022;22,3;35,3
Configni;06/07/2022;20,6;34,9
Configni;07/07/2022;15,8;33,3
Configni;08/07/2022;14,9;25,2
Configni;09/07/2022;17,4;27,7
Configni;10/07/2022;14,8;29,9
Configni;11/07/2022;17,2;31,1
Configni;12/07/2022;18,1;30,7
Configni;13/07/2022;18,2;31,4
Configni;14/07/2022;-;-
Configni;15/07/2022;-;-
Configni;16/07/2022;21,4;34,8
Configni;17/07/2022;22,4;37,2
Configni;18/07/2022;20,4;34,3
Configni;19/07/2022;19,1;35
Configni;20/07/2022;20,9;34,7
Configni;21/07/2022;22;36,3
Configni;22/07/2022;22,9;37,3
Configni;23/07/2022;22,4;36,7
Configni;24/07/2022;21,6;36,3
Configni;25/07/2022;22,7;36,1
Configni;26/07/2022;22,8;34,9
Configni;27/07/2022;17,2;32,8
Configni;28/07/2022;17,9;33
Configni;29/07/2022;19,4;33,9
Configni;30/07/2022;19,9;31,1
Configni;31/07/2022;19,1;33,3
Corchiano;01/07/2022;11,9;36
Corchiano;02/07/2022;14,2;38,3
Corchiano;03/07/2022;19;39,6
Corchiano;04/07/2022;19,3;39,1
Corchiano;05/07/2022;16,7;38
Corchiano;06/07/2022;15,6;38,1
Corchiano;07/07/2022;15,8;35,2
Corchiano;08/07/2022;15,4;28,9
Corchiano;09/07/2022;15;30,8
Corchiano;10/07/2022;14,5;32,9
Corchiano;11/07/2022;13,2;34,6
Corchiano;12/07/2022;14,5;34,8
Corchiano;13/07/2022;16,8;34,6
Corchiano;14/07/2022;14,8;35,8
Corchiano;15/07/2022;16,5;37,8
Corchiano;16/07/2022;16;37,2
Corchiano;17/07/2022;15,7;39
Corchiano;18/07/2022;18,6;38,3
Corchiano;19/07/2022;18;38,5
Corchiano;20/07/2022;17;37,5
Corchiano;21/07/2022;16,9;39
Corchiano;22/07/2022;17,9;39,8
Corchiano;23/07/2022;16,9;38,7
Corchiano;24/07/2022;17;38,6
Corchiano;25/07/2022;18,4;38,3
Corchiano;26/07/2022;18,1;37,3
Corchiano;27/07/2022;18,2;34,6
Corchiano;28/07/2022;17,6;35,4
Corchiano;29/07/2022;17,4;36,7
Corchiano;30/07/2022;17,3;33,7
Corchiano;31/07/2022;18,4;36,3
Cori;01/07/2022;22,2;32,1
Cori;02/07/2022;22,5;34,4
Cori;03/07/2022;25,3;35,2
Cori;04/07/2022;24,9;35,5
Cori;05/07/2022;24,6;32,9
Cori;06/07/2022;23,8;33,3
Cori;07/07/2022;21,8;31,2
Cori;08/07/2022;16,5;31,1
Cori;09/07/2022;20,7;30
Cori;10/07/2022;19,8;27,9
Cori;11/07/2022;20,1;29,5
Cori;12/07/2022;20,8;30,2
Cori;13/07/2022;21,4;28,9
Cori;14/07/2022;20;30
Cori;15/07/2022;22,6;32
Cori;16/07/2022;23,8;32,8
Cori;17/07/2022;24,1;34,3
Cori;18/07/2022;25,2;34,4
Cori;19/07/2022;24,9;33,3
Cori;20/07/2022;24,5;33,1
Cori;21/07/2022;24,8;34
Cori;22/07/2022;24,5;34,5
Cori;23/07/2022;25;33,8
Cori;24/07/2022;23,2;33
Cori;25/07/2022;23,5;33,4
Cori;26/07/2022;22,2;32,6
Cori;27/07/2022;23,2;31,8
Cori;28/07/2022;21,6;32,1
Cori;29/07/2022;21;30,9
Cori;30/07/2022;21,6;30,6
Cori;31/07/2022;22,2;30,6
Cosa ad Alatri;01/07/2022;17,4;37,4
Cosa ad Alatri;02/07/2022;16,1;38,1
Cosa ad Alatri;03/07/2022;17,7;38,6
Cosa ad Alatri;04/07/2022;18,3;38,3
Cosa ad Alatri;05/07/2022;18,3;37
Cosa ad Alatri;06/07/2022;15,9;37,2
Cosa ad Alatri;07/07/2022;17,8;34,9
Cosa ad Alatri;08/07/2022;15,2;30,1
Cosa ad Alatri;09/07/2022;16,4;32,2
Cosa ad Alatri;10/07/2022;14,6;32
Cosa ad Alatri;11/07/2022;13,7;31,2
Cosa ad Alatri;12/07/2022;15,1;32,3
Cosa ad Alatri;13/07/2022;16,3;33
